AREA NAME,DATE,unemployment_rate
Pacific,2020-01-31,5.385650669773483
Pacific,2020-02-29,14.0628844625138
Pacific,2020-03-31,13.860789136251674
Pacific,2020-04-30,7.33752524192145
Pacific,2020-05-31,7.662116206147134
Pacific,2020-06-30,6.461116540948844
Pacific,2020-07-31,4.369799897150983
Pacific,2020-08-31,8.680280755886566
Pacific,2020-09-30,13.832319436495855
Pacific,2020-10-31,13.226811908724848
Pacific,2020-11-30,9.869765676823128
Pacific,2020-12-31,7.279518759539772
Pacific,2021-01-31,9.190190821049043
Pacific,2021-02-28,9.797565326938873
Pacific,2021-03-31,3.3245793755014312
Pacific,2021-04-30,11.760521945375084
Pacific,2021-05-31,13.056564750262865
Pacific,2021-06-30,11.253982440190772
Pacific,2021-07-31,9.134080630731496
Pacific,2021-08-31,13.671693440136341
Pacific,2021-09-30,14.701113411458023
Pacific,2021-10-31,8.754212056207749
Pacific,2021-11-30,7.532243757482992
Pacific,2021-12-31,14.503281389369516
Pacific,2022-01-31,12.882531033927293
Pacific,2022-02-28,14.672798576859233
Pacific,2022-03-31,3.790993991364004
Pacific,2022-04-30,11.433831427848768
Pacific,2022-05-31,9.196508483347138
Pacific,2022-06-30,9.218079149390256
Pacific,2022-07-31,13.20674848181168
Pacific,2022-08-31,3.687954518578446
Pacific,2022-09-30,3.835058031407971
Pacific,2022-10-31,6.165819651525858
Pacific,2022-11-30,10.25753780184186
Pacific,2022-12-31,13.390214119751537
Pacific,2023-01-31,6.3488234607517064
Pacific,2023-02-28,12.020978325253157
Pacific,2023-03-31,9.992601038727296
Pacific,2023-04-30,9.276873193991896
Pacific,2023-05-31,11.321957599142136
Pacific,2023-06-30,14.628946522017467
Pacific,2023-07-31,4.858890139876372
Pacific,2023-08-31,5.459125474218197
Pacific,2023-09-30,5.8352320065648655
Pacific,2023-10-31,6.6117584918372625
Pacific,2023-11-30,4.922964970880483
Pacific,2023-12-31,6.97436876982238
Pacific,2024-01-31,7.864720204210075
Pacific,2024-02-29,3.6209665079912265
Pacific,2024-03-31,10.377177583097298
Pacific,2024-04-30,10.586396261077141
Pacific,2024-05-31,3.319254295608265
Pacific,2024-06-30,6.757121207775902
Pacific,2024-07-31,8.877217166865137
Pacific,2024-08-31,10.881269404529872
Pacific,2024-09-30,14.42689055408826
Pacific,2024-10-31,9.712204274339793
Pacific,2024-11-30,4.085574810612939
Pacific,2024-12-31,13.703810642984898
Pacific,2025-01-31,9.85666989214845
Pacific,2025-02-28,13.156232139380997
Pacific,2025-03-31,7.6537846312403595
Pacific,2025-04-30,13.235485878127172
Pacific,2025-05-31,9.853178587562171
Pacific,2025-06-30,14.695423597669429
Pacific,2025-07-31,11.542937194281789
Pacific,2025-08-31,7.664969446181926
Pacific,2025-09-30,7.577720973146333
Central,2020-01-31,7.582921263676631
Central,2020-02-29,13.636156277065275
Central,2020-03-31,14.465438615131857
Central,2020-04-30,7.676058951380414
Central,2020-05-31,11.863041780450528
Central,2020-06-30,3.10244286297367
Central,2020-07-31,3.333731934548921
Central,2020-08-31,10.774360260728873
Central,2020-09-30,7.206891573136925
Central,2020-10-31,10.279026976727469
Central,2020-11-30,5.798013138383652
Central,2020-12-31,3.1717813312377063
Central,2021-01-31,7.043844126700968
Central,2021-02-28,14.493559098743185
Central,2021-03-31,14.875417955261469
Central,2021-04-30,14.39797260223433
Central,2021-05-31,7.182618807236667
Central,2021-06-30,8.801948124929902
Central,2021-07-31,6.119185472586635
Central,2021-08-31,13.972982042037758
Central,2021-09-30,5.347058785004595
Central,2021-10-31,9.287747621223824
Central,2021-11-30,8.435472360050198
Central,2021-12-31,11.443267721727928
Central,2022-01-31,6.08588712857856
Central,2022-02-28,8.58814417554225
Central,2022-03-31,8.076216818125554
Central,2022-04-30,7.0686331138376035
Central,2022-05-31,9.079682374119932
Central,2022-06-30,5.79209151122066
Central,2022-07-31,5.901786313745413
Central,2022-08-31,11.458010253859724
Central,2022-09-30,13.221982433181632
Central,2022-10-31,6.335814699263903
Central,2022-11-30,4.172473698996068
Central,2022-12-31,8.777111074587609
Central,2023-01-31,9.211334085369518
Central,2023-02-28,14.763295957724466
Central,2023-03-31,6.1370883722709575
Central,2023-04-30,9.827908322492998
Central,2023-05-31,11.967060067958148
Central,2023-06-30,8.024709489996555
Central,2023-07-31,9.94775586625681
Central,2023-08-31,10.737356804014897
Central,2023-09-30,7.445277143905507
Central,2023-10-31,8.879279530391052
Central,2023-11-30,6.402504028953585
Central,2023-12-31,11.595076520641967
Central,2024-01-31,3.2231416153863397
Central,2024-02-29,4.992692287173802
Central,2024-03-31,6.430843235042453
Central,2024-04-30,5.2569772540342345
Central,2024-05-31,6.353155366170261
Central,2024-06-30,8.372098061093988
Central,2024-07-31,10.646552333671139
Central,2024-08-31,12.709958822583479
Central,2024-09-30,3.6108617489069603
Central,2024-10-31,6.047178971795031
Central,2024-11-30,9.606569587354267
Central,2024-12-31,10.382816605155835
Central,2025-01-31,8.549085697816922
Central,2025-02-28,12.39289180991784
Central,2025-03-31,3.7015169847477902
Central,2025-04-30,8.19535124569091
Central,2025-05-31,9.783704430636071
Central,2025-06-30,4.356714258331123
Central,2025-07-31,3.854319131117594
Central,2025-08-31,9.9899345593329
Central,2025-09-30,12.260945739374218
Hollywood,2020-01-31,9.073017264281209
Hollywood,2020-02-29,7.924510227691776
Hollywood,2020-03-31,12.56431264950665
Hollywood,2020-04-30,5.612300889526622
Hollywood,2020-05-31,3.1998994639239418
Hollywood,2020-06-30,3.0991919799562786
Hollywood,2020-07-31,3.8467137460207304
Hollywood,2020-08-31,10.326598943594423
Hollywood,2020-09-30,10.285317986506916
Hollywood,2020-10-31,13.209404459903588
Hollywood,2020-11-30,3.596804913312314
Hollywood,2020-12-31,7.176017653676604
Hollywood,2021-01-31,3.9382461024234594
Hollywood,2021-02-28,11.861967348903708
Hollywood,2021-03-31,3.4616170610134365
Hollywood,2021-04-30,7.711455624358782
Hollywood,2021-05-31,11.6198341273513
Hollywood,2021-06-30,7.579513335475928
Hollywood,2021-07-31,4.493176638575937
Hollywood,2021-08-31,9.894878753311689
Hollywood,2021-09-30,6.94284763740961
Hollywood,2021-10-31,13.013420562845036
Hollywood,2021-11-30,7.922385661598481
Hollywood,2021-12-31,8.406004808965466
Hollywood,2022-01-31,9.978359475147084
Hollywood,2022-02-28,12.554989867180545
Hollywood,2022-03-31,3.9144508745267252
Hollywood,2022-04-30,11.2030776485412
Hollywood,2022-05-31,12.20513031580344
Hollywood,2022-06-30,10.964140860240171
Hollywood,2022-07-31,7.138177533384977
Hollywood,2022-08-31,11.158119533246632
Hollywood,2022-09-30,8.844931847870779
Hollywood,2022-10-31,11.942657636181492
Hollywood,2022-11-30,3.256009405028019
Hollywood,2022-12-31,5.267787485011322
Hollywood,2023-01-31,7.181367665049752
Hollywood,2023-02-28,11.188298175379707
Hollywood,2023-03-31,9.589867085577765
Hollywood,2023-04-30,6.294660939096354
Hollywood,2023-05-31,3.1680481590351786
Hollywood,2023-06-30,11.743823366942944
Hollywood,2023-07-31,14.112578900289154
Hollywood,2023-08-31,14.632468094419472
Hollywood,2023-09-30,13.582999574087989
Hollywood,2023-10-31,14.312839495916649
Hollywood,2023-11-30,8.37551668994075
Hollywood,2023-12-31,14.664269475991786
Hollywood,2024-01-31,4.330649659109401
Hollywood,2024-02-29,4.601529387841527
Hollywood,2024-03-31,5.779088867981754
Hollywood,2024-04-30,12.463801318367242
Hollywood,2024-05-31,8.506016406922274
Hollywood,2024-06-30,6.033923756912277
Hollywood,2024-07-31,13.792220741035662
Hollywood,2024-08-31,3.536387265936569
Hollywood,2024-09-30,5.575730092908301
Hollywood,2024-10-31,3.6354918401845793
Hollywood,2024-11-30,14.448916161322053
Hollywood,2024-12-31,5.579404113358006
Hollywood,2025-01-31,8.467511204044934
Hollywood,2025-02-28,10.896005545220586
Hollywood,2025-03-31,10.76337426518634
Hollywood,2025-04-30,14.676481157150443
Hollywood,2025-05-31,11.980221154321914
Hollywood,2025-06-30,13.105120767397448
Hollywood,2025-07-31,11.048367909477975
Hollywood,2025-08-31,3.896001856638291
Hollywood,2025-09-30,6.5945396746014815
Harbour,2020-01-31,12.147765091468264
Harbour,2020-02-29,7.883203179646314
Harbour,2020-03-31,12.20412444052438
Harbour,2020-04-30,11.03284193464657
Harbour,2020-05-31,8.927088311544331
Harbour,2020-06-30,4.662958544940551
Harbour,2020-07-31,3.6949293833763908
Harbour,2020-08-31,3.5188153814842997
Harbour,2020-09-30,3.8244632761458
Harbour,2020-10-31,8.682304185233312
Harbour,2020-11-30,8.039050625282071
Harbour,2020-12-31,11.949827686296837
Harbour,2021-01-31,6.5399848439985835
Harbour,2021-02-28,4.143524545286606
Harbour,2021-03-31,13.100401715355098
Harbour,2021-04-30,12.10316778251594
Harbour,2021-05-31,14.460062604970574
Harbour,2021-06-30,8.193165164232747
Harbour,2021-07-31,3.1774355644341887
Harbour,2021-08-31,6.729198525739237
Harbour,2021-09-30,12.864036857779082
Harbour,2021-10-31,14.694456304640282
Harbour,2021-11-30,4.004671284040876
Harbour,2021-12-31,7.444705025216179
Harbour,2022-01-31,14.978018538973725
Harbour,2022-02-28,7.402735244100259
Harbour,2022-03-31,14.219906856473843
Harbour,2022-04-30,4.020368409083662
Harbour,2022-05-31,5.3374412637014785
Harbour,2022-06-30,4.875187969969102
Harbour,2022-07-31,4.929145856556408
Harbour,2022-08-31,8.077983368113582
Harbour,2022-09-30,13.642304742032756
Harbour,2022-10-31,7.801095304069088
Harbour,2022-11-30,9.339694462239944
Harbour,2022-12-31,10.160598004275846
Harbour,2023-01-31,9.053340395675285
Harbour,2023-02-28,10.046143274079679
Harbour,2023-03-31,10.033904865243246
Harbour,2023-04-30,8.381459112782819
Harbour,2023-05-31,4.800802591970115
Harbour,2023-06-30,11.106247755951724
Harbour,2023-07-31,8.173350465215766
Harbour,2023-08-31,7.339138007904564
Harbour,2023-09-30,8.902427299087853
Harbour,2023-10-31,4.150292128944143
Harbour,2023-11-30,6.757130915112022
Harbour,2023-12-31,4.3823113448120194
Harbour,2024-01-31,7.034738656842119
Harbour,2024-02-29,9.097802752843918
Harbour,2024-03-31,4.521074357614763
Harbour,2024-04-30,10.78597363649404
Harbour,2024-05-31,14.015114632788455
Harbour,2024-06-30,14.800399105546752
Harbour,2024-07-31,8.756064283391522
Harbour,2024-08-31,5.400090672849489
Harbour,2024-09-30,12.340023109848442
Harbour,2024-10-31,11.275127536461191
Harbour,2024-11-30,3.6175058329082903
Harbour,2024-12-31,4.577333188864753
Harbour,2025-01-31,11.13383030519759
Harbour,2025-02-28,11.042823658862007
Harbour,2025-03-31,12.250847746816262
Harbour,2025-04-30,5.71368565898138
Harbour,2025-05-31,5.095304879490644
Harbour,2025-06-30,7.892102354517674
Harbour,2025-07-31,10.891781412167838
Harbour,2025-08-31,11.801411771091702
Harbour,2025-09-30,8.177951000620428
Newton,2020-01-31,4.692754588848576
Newton,2020-02-29,10.227302328932218
Newton,2020-03-31,10.522651681750121
Newton,2020-04-30,3.3564468834794554
Newton,2020-05-31,5.173969996959498
Newton,2020-06-30,4.616689502420726
Newton,2020-07-31,8.383073500998552
Newton,2020-08-31,4.011618827608089
Newton,2020-09-30,8.742808751185056
Newton,2020-10-31,8.938933531316517
Newton,2020-11-30,13.953720584726486
Newton,2020-12-31,6.655311236040395
Newton,2021-01-31,3.7569636868095593
Newton,2021-02-28,14.276328761621437
Newton,2021-03-31,14.207937832069662
Newton,2021-04-30,13.079710264270844
Newton,2021-05-31,14.816623683316688
Newton,2021-06-30,7.9388265384315915
Newton,2021-07-31,12.68547262143501
Newton,2021-08-31,8.465585616902416
Newton,2021-09-30,5.064693485611146
Newton,2021-10-31,12.031845119131198
Newton,2021-11-30,9.631119465439856
Newton,2021-12-31,8.465743816123084
Newton,2022-01-31,9.172623932016885
Newton,2022-02-28,7.085208448958043
Newton,2022-03-31,13.863736285925569
Newton,2022-04-30,3.8730285362707515
Newton,2022-05-31,8.97414049385815
Newton,2022-06-30,8.945044328648425
Newton,2022-07-31,7.441926944664392
Newton,2022-08-31,11.214781158040955
Newton,2022-09-30,14.014661171055957
Newton,2022-10-31,8.047915844195577
Newton,2022-11-30,11.17372787293025
Newton,2022-12-31,14.33578173197408
Newton,2023-01-31,13.036555946773046
Newton,2023-02-28,14.930187172848957
Newton,2023-03-31,6.063961363549375
Newton,2023-04-30,10.915289532991785
Newton,2023-05-31,3.3646478626513514
Newton,2023-06-30,4.691815455167317
Newton,2023-07-31,3.4393942517145466
Newton,2023-08-31,13.752133965693261
Newton,2023-09-30,9.732262027427842
Newton,2023-10-31,8.067170223619664
Newton,2023-11-30,5.486721942172885
Newton,2023-12-31,6.196997028251376
Newton,2024-01-31,12.080343581319497
Newton,2024-02-29,14.838766821800439
Newton,2024-03-31,6.651336505850116
Newton,2024-04-30,3.7735745944245673
Newton,2024-05-31,12.214975249893772
Newton,2024-06-30,4.577986270113068
Newton,2024-07-31,13.659107330415909
Newton,2024-08-31,9.608670852484806
Newton,2024-09-30,13.427929158619573
Newton,2024-10-31,13.231324226147652
Newton,2024-11-30,13.939969220804176
Newton,2024-12-31,3.594799804751372
Newton,2025-01-31,7.942036305913158
Newton,2025-02-28,7.3111701977480505
Newton,2025-03-31,5.584815288607993
Newton,2025-04-30,9.646408421391369
Newton,2025-05-31,10.689974063952924
Newton,2025-06-30,5.872326774704506
Newton,2025-07-31,6.526460938388286
Newton,2025-08-31,4.786682007736701
Newton,2025-09-30,6.897404880843488
Mission,2020-01-31,12.810061914835366
Mission,2020-02-29,4.6281559679548145
Mission,2020-03-31,10.87194411988425
Mission,2020-04-30,4.548077878346639
Mission,2020-05-31,12.456984289280022
Mission,2020-06-30,6.293267256183126
Mission,2020-07-31,12.023919992866269
Mission,2020-08-31,10.639003950940506
Mission,2020-09-30,7.8135774503620965
Mission,2020-10-31,6.704845593501944
Mission,2020-11-30,11.368711259477035
Mission,2020-12-31,12.290749917700733
Mission,2021-01-31,12.72096854479851
Mission,2021-02-28,14.261821106818728
Mission,2021-03-31,3.9149143004499627
Mission,2021-04-30,12.850645521497976
Mission,2021-05-31,9.62330220125669
Mission,2021-06-30,7.344368300539374
Mission,2021-07-31,9.413056972215191
Mission,2021-08-31,11.83397098870783
Mission,2021-09-30,6.509955558188404
Mission,2021-10-31,6.967844114854907
Mission,2021-11-30,3.6262036684052945
Mission,2021-12-31,11.03547090344001
Mission,2022-01-31,4.5443560205927644
Mission,2022-02-28,3.0826600882275605
Mission,2022-03-31,7.193127509663942
Mission,2022-04-30,11.898922653725007
Mission,2022-05-31,10.966004859782824
Mission,2022-06-30,5.957380499063524
Mission,2022-07-31,11.236849240085911
Mission,2022-08-31,14.750825964117155
Mission,2022-09-30,3.7204451422371916
Mission,2022-10-31,8.090890936089835
Mission,2022-11-30,7.270402664404012
Mission,2022-12-31,6.0836936732104965
Mission,2023-01-31,14.607093403388207
Mission,2023-02-28,9.436928700031997
Mission,2023-03-31,10.870549771372609
Mission,2023-04-30,7.84010475085468
Mission,2023-05-31,12.138200514531722
Mission,2023-06-30,10.21069297451668
Mission,2023-07-31,14.703400419241703
Mission,2023-08-31,8.734703860455657
Mission,2023-09-30,14.324283737736732
Mission,2023-10-31,6.560662509434369
Mission,2023-11-30,3.5749080084462674
Mission,2023-12-31,9.98544040558284
Mission,2024-01-31,5.108356927999177
Mission,2024-02-29,4.63950199428467
Mission,2024-03-31,7.444974100190668
Mission,2024-04-30,14.437458237374155
Mission,2024-05-31,6.050149935395796
Mission,2024-06-30,8.296463346733109
Mission,2024-07-31,12.693143685434217
Mission,2024-08-31,13.59257007600057
Mission,2024-09-30,7.652339125053333
Mission,2024-10-31,6.783426049076835
Mission,2024-11-30,9.880569241812404
Mission,2024-12-31,3.3821475686728752
Mission,2025-01-31,14.390725474659106
Mission,2025-02-28,7.528628244033225
Mission,2025-03-31,9.644725432704414
Mission,2025-04-30,13.076862954683925
Mission,2025-05-31,4.9950490413782385
Mission,2025-06-30,12.613509203888732
Mission,2025-07-31,13.99357194463009
Mission,2025-08-31,11.4131162737866
Mission,2025-09-30,9.697880910247862
